symbol,year,date_only,expiration_date,strike,underlying_spot,underlying_spot_at_expiry,probability_itm,actually_itm,premium,premium_yield_pct
HOOD,2025,2025-12-08,2025-12-12,152.5,138.09,125.65,0.0551,False,0.31,0.22
HOOD,2025,2025-12-22,2025-12-26,133.0,124.55,121.03,0.0534,False,0.345,0.28
IWM,2022,2022-01-03,2022-01-07,248.0,226.69,220.38,0.0547,False,0.36,0.16
IWM,2022,2022-01-24,2022-01-28,216.0,202.39,195.31,0.0589,False,0.15,0.07
IWM,2022,2022-01-31,2022-02-04,212.0,201.24,200.1,0.0539,False,0.12,0.06
IWM,2022,2022-02-28,2022-03-04,214.0,204.6,200.86,0.0519,False,0.21,0.1
IWM,2022,2022-04-18,2022-04-22,206.0,199.18,197.37,0.0559,False,0.2,0.1
IWM,2022,2022-04-25,2022-04-29,204.0,194.11,191.73,0.0537,False,0.155,0.08
IWM,2022,2022-05-09,2022-05-13,188.0,182.6534,179.41,0.0577,False,0.5,0.27
IWM,2022,2022-05-09,2022-05-13,189.0,182.6534,179.41,0.0514,False,0.35,0.19
IWM,2022,2022-05-23,2022-05-27,188.0,178.96,187.65,0.0598,False,0.225,0.13
IWM,2022,2022-05-23,2022-05-27,189.0,178.96,187.65,0.0513,False,0.205,0.11
IWM,2022,2022-06-27,2022-07-01,185.0,176.99,171.84,0.0546,False,0.2,0.11
IWM,2022,2022-08-01,2022-08-05,196.0,188.32,191.02,0.0511,False,0.095,0.05
IWM,2022,2022-08-08,2022-08-12,201.0,194.625,200.43,0.054,False,0.22,0.11
IWM,2022,2022-08-22,2022-08-26,199.0,192.35,195.44,0.056,False,0.22,0.11
IWM,2022,2022-08-22,2022-08-26,200.0,192.35,195.44,0.0518,False,0.15,0.08
IWM,2022,2022-08-29,2022-09-02,196.0,188.99,183.95,0.0514,False,0.225,0.12
IWM,2022,2022-10-24,2022-10-28,184.0,174.0,183.41,0.0568,False,0.18,0.1
IWM,2022,2022-12-19,2022-12-23,180.0,175.0529,174.45,0.0517,False,0.28,0.16
IWM,2023,2023-01-09,2023-01-13,187.0,180.12,187.34,0.0528,True,0.24,0.13
IWM,2023,2023-02-06,2023-02-10,202.0,196.38,190.63,0.0558,False,0.205,0.1
IWM,2023,2023-02-27,2023-03-03,195.0,190.2,191.93,0.0544,False,0.205,0.11
IWM,2023,2023-03-06,2023-03-10,196.0,191.74,180.39,0.0587,False,0.295,0.15
IWM,2023,2023-04-10,2023-04-14,183.0,175.88,179.22,0.0556,False,0.095,0.05
IWM,2023,2023-04-24,2023-04-28,183.0,178.45,175.825,0.0585,False,0.155,0.09
IWM,2023,2023-05-01,2023-05-05,182.0,177.34,175.1,0.0551,False,0.17,0.1
IWM,2023,2023-05-22,2023-05-26,185.0,179.02,176.38,0.0511,False,0.095,0.05
IWM,2023,2023-07-10,2023-07-14,195.0,188.05,193.4887,0.0564,False,0.09,0.05
IWM,2023,2023-07-24,2023-07-28,202.0,196.255,196.95,0.0533,False,0.175,0.09
IWM,2023,2023-07-24,2023-07-28,202.5,196.255,196.95,0.0541,False,0.14,0.07
IWM,2023,2023-08-21,2023-08-25,191.0,185.275,185.0,0.0593,False,0.15,0.08
IWM,2023,2023-09-18,2023-09-22,188.0,183.76,178.37,0.0582,False,0.1699999999999999,0.09
IWM,2023,2023-11-06,2023-11-10,179.0,174.775,169.71,0.0551,False,0.325,0.19
IWM,2023,2023-11-20,2023-11-24,186.0,179.65,179.73,0.0515,False,0.09,0.05
IWM,2023,2023-11-27,2023-12-01,185.0,179.11,185.18,0.0538,True,0.1149999999999999,0.06
IWM,2023,2023-12-18,2023-12-22,205.0,198.77,202.81,0.0588,False,0.245,0.12
IWM,2024,2024-01-22,2024-01-26,205.0,196.82,197.89,0.05,False,0.11,0.06
IWM,2024,2024-02-26,2024-03-01,209.0,201.64,206.325,0.059,False,0.16,0.08
IWM,2024,2024-04-08,2024-04-12,214.0,206.4197,201.91,0.0562,False,0.195,0.09
IWM,2024,2024-04-22,2024-04-26,202.5,196.295,198.89,0.0594,False,0.14,0.07
IWM,2024,2024-04-29,2024-05-03,208.0,200.41,204.16,0.0581,False,0.19,0.09
IWM,2024,2024-05-06,2024-05-10,211.0,204.78,206.62,0.0528,False,0.12,0.06
IWM,2024,2024-06-03,2024-06-07,212.0,207.555,203.17,0.0517,False,0.245,0.12
IWM,2024,2024-07-01,2024-07-05,207.0,203.82,201.625,0.0527,False,0.29,0.14
IWM,2024,2024-07-08,2024-07-12,210.0,203.7,214.94,0.0567,True,0.15,0.07
IWM,2024,2024-08-05,2024-08-09,217.0,204.74,207.12,0.0599,False,0.18,0.09
IWM,2024,2024-08-19,2024-08-23,224.0,215.21,221.08,0.0517,False,0.09,0.04
IWM,2024,2024-08-26,2024-08-30,230.0,222.45,220.5,0.0542,False,0.25,0.11
IWM,2024,2024-09-09,2024-09-13,218.0,210.255,217.25,0.0593,False,0.245,0.12
IWM,2024,2024-09-23,2024-09-27,228.0,223.11,222.599,0.0525,False,0.275,0.12
IWM,2024,2024-11-04,2024-11-08,237.0,221.74,238.465,0.0546,True,0.3399999999999999,0.15
IWM,2024,2024-11-04,2024-11-08,238.0,221.74,238.465,0.0524,True,0.28,0.13
IWM,2024,2024-11-18,2024-11-22,237.0,230.6,239.235,0.0551,True,0.205,0.09
IWM,2024,2024-12-02,2024-12-06,252.0,242.66,239.89,0.0589,False,0.155,0.06
IWM,2024,2024-12-02,2024-12-06,252.5,242.66,239.89,0.0523,False,0.14,0.06
IWM,2024,2024-12-09,2024-12-13,247.5,241.38,234.86,0.0584,False,0.325,0.13
IWM,2024,2024-12-30,2025-01-03,229.0,221.81,224.82,0.0538,False,0.135,0.06
IWM,2025,2025-01-06,2025-01-10,233.0,227.17,218.71,0.0531,False,0.235,0.1
IWM,2025,2025-01-27,2025-01-31,236.0,229.62,230.32,0.0544,False,0.275,0.12
IWM,2025,2025-02-03,2025-02-07,234.0,225.55,229.2499,0.059,False,0.215,0.1
IWM,2025,2025-02-10,2025-02-14,235.0,227.52,227.98,0.0522,False,0.15,0.07
IWM,2025,2025-02-24,2025-02-28,225.0,218.79,214.66,0.0574,False,0.22,0.1
IWM,2025,2025-03-10,2025-03-14,214.0,204.74,203.07,0.0525,False,0.33,0.16
IWM,2025,2025-03-24,2025-03-28,217.0,209.23,204.58,0.0575,False,0.105,0.05
IWM,2025,2025-03-31,2025-04-04,211.0,200.64,184.05,0.058,False,0.15,0.07
IWM,2025,2025-03-31,2025-04-04,212.0,200.64,184.05,0.0507,False,0.12,0.06
IWM,2025,2025-04-07,2025-04-11,199.0,190.25,184.85,0.0583,False,0.695,0.37
IWM,2025,2025-04-07,2025-04-11,200.0,190.25,184.85,0.0584,False,0.74,0.39
IWM,2025,2025-04-21,2025-04-25,194.0,185.29,194.26,0.0587,True,0.24,0.13
IWM,2025,2025-05-19,2025-05-23,217.0,209.09,203.255,0.0519,False,0.0849999999999999,0.04
IWM,2025,2025-06-02,2025-06-06,214.0,205.84,212.1284,0.0507,False,0.14,0.07
IWM,2025,2025-07-21,2025-07-25,229.0,224.41,224.595,0.0542,False,0.265,0.12
IWM,2025,2025-07-28,2025-08-01,233.0,225.44,216.56,0.0597,False,0.195,0.09
IWM,2025,2025-08-18,2025-08-22,237.0,228.46,235.42,0.0536,False,0.15,0.07
IWM,2025,2025-08-25,2025-08-29,241.0,234.3,237.02,0.0554,False,0.235,0.1
IWM,2025,2025-09-29,2025-10-03,250.0,242.93,248.09,0.0506,False,0.165,0.07
IWM,2025,2025-10-20,2025-10-24,258.0,248.33,251.11,0.0506,False,0.15,0.06
IWM,2025,2025-10-27,2025-10-31,261.0,252.21,246.79,0.0548,False,0.19,0.08
IWM,2025,2025-11-10,2025-11-14,253.0,245.24,238.725,0.0594,False,0.19,0.08
IWM,2025,2025-11-24,2025-11-28,247.5,240.385,248.81,0.0508,True,0.11,0.05
JPM,2022,2022-01-10,2022-01-14,177.5,169.31,161.03,0.0509,False,0.225,0.13
JPM,2022,2022-02-07,2022-02-11,160.0,153.62,158.19,0.0566,False,0.12,0.08
JPM,2022,2022-03-07,2022-03-11,140.0,132.69,134.08,0.055,False,0.35,0.26
JPM,2022,2022-03-28,2022-04-01,147.0,140.97,137.41,0.0577,False,0.15,0.11
JPM,2022,2022-04-18,2022-04-22,135.0,129.24,130.52,0.0512,False,0.09,0.07
JPM,2022,2022-04-25,2022-04-29,134.0,127.115,123.61,0.0512,False,0.09,0.07
JPM,2022,2022-05-02,2022-05-06,128.0,120.71,124.29,0.0591,False,0.14,0.12
JPM,2022,2022-05-09,2022-05-13,130.0,123.33,120.25,0.0532,False,0.175,0.14
JPM,2022,2022-06-06,2022-06-10,136.0,132.39,123.4,0.0529,False,0.235,0.18
JPM,2022,2022-07-25,2022-07-29,121.0,116.46,116.5,0.0516,False,0.13,0.11
JPM,2022,2022-08-08,2022-08-12,120.0,116.7,122.25,0.0568,True,0.24,0.21
JPM,2022,2022-08-29,2022-09-02,120.0,114.86,117.45,0.0527,False,0.135,0.12
JPM,2022,2022-10-10,2022-10-14,117.0,107.31,115.24,0.0504,False,0.135,0.13
JPM,2022,2022-11-07,2022-11-11,139.0,132.29,136.17,0.0592,False,0.185,0.14
JPM,2023,2023-01-09,2023-01-13,147.0,138.88,143.49,0.0577,False,0.185,0.13
JPM,2023,2023-01-30,2023-02-03,145.0,140.09,142.33,0.0599,False,0.14,0.1
JPM,2023,2023-02-06,2023-02-10,147.0,142.24,141.28,0.0572,False,0.07,0.05
JPM,2023,2023-03-06,2023-03-10,148.0,144.04,135.26,0.0516,False,0.1,0.07
JPM,2023,2023-03-27,2023-03-31,135.0,129.38,130.34,0.0556,False,0.085,0.07
JPM,2023,2023-04-10,2023-04-14,137.0,128.23,139.12,0.0574,True,0.145,0.11
JPM,2023,2023-04-24,2023-04-28,145.0,141.1,138.32,0.0532,False,0.095,0.07
JPM,2023,2023-05-01,2023-05-05,147.0,143.37,137.88,0.0521,False,0.21,0.15
JPM,2023,2023-05-08,2023-05-12,142.0,137.97,136.99,0.0583,False,0.12,0.09
JPM,2023,2023-05-22,2023-05-26,144.0,141.64,137.6,0.0552,False,0.38,0.27
JPM,2023,2023-07-10,2023-07-14,155.0,145.99,152.89,0.0521,False,0.18,0.12
JPM,2023,2023-08-21,2023-08-25,155.0,150.105,148.6199,0.0586,False,0.105,0.07
JPM,2023,2023-08-28,2023-09-01,152.5,148.61,148.08,0.0534,False,0.125,0.08
JPM,2023,2023-10-23,2023-10-27,147.0,143.68,139.1,0.0591,False,0.26,0.18
JPM,2023,2023-10-30,2023-11-03,143.0,138.04,143.77,0.0579,True,0.1149999999999999,0.08
JPM,2023,2023-11-20,2023-11-24,157.5,153.75,154.438,0.054,False,0.07,0.05
JPM,2023,2023-11-27,2023-12-01,157.5,153.53,157.86,0.0589,True,0.095,0.06
JPM,2024,2024-01-08,2024-01-12,182.5,172.36,176.31,0.055,False,0.1699999999999999,0.1
JPM,2024,2024-04-08,2024-04-12,212.5,198.98,188.93,0.0556,False,0.215,0.11
JPM,2024,2024-05-06,2024-05-10,197.5,192.2,199.3399,0.0592,True,0.085,0.04
JPM,2024,2024-06-24,2024-06-28,207.5,199.23,202.6,0.0524,False,0.105,0.05
JPM,2024,2024-07-08,2024-07-12,217.5,206.9,207.45,0.0554,False,0.305,0.15
JPM,2024,2024-09-09,2024-09-13,225.0,218.15,207.8482,0.0574,False,0.16,0.07
JPM,2024,2024-10-21,2024-10-25,230.0,225.7,225.62,0.0538,False,0.235,0.1
JPM,2024,2024-11-04,2024-11-08,235.0,223.76,239.34,0.0527,True,0.38,0.17
JPM,2024,2024-11-18,2024-11-22,255.0,247.93,249.15,0.0501,False,0.325,0.13
JPM,2024,2024-12-09,2024-12-13,255.0,247.8699,242.715,0.0531,False,0.31,0.13
JPM,2025,2025-01-06,2025-01-10,250.0,245.69,243.81,0.0532,False,0.385,0.16
JPM,2025,2025-01-27,2025-01-31,275.0,265.97,270.82,0.0505,False,0.105,0.04
JPM,2025,2025-02-24,2025-02-28,272.5,267.0,264.81,0.0511,False,0.515,0.19
JPM,2025,2025-03-10,2025-03-14,250.0,237.51,233.143,0.0581,False,0.47,0.2
JPM,2025,2025-03-24,2025-03-28,257.5,248.69,249.505,0.0599,False,0.12,0.05
JPM,2025,2025-04-07,2025-04-11,242.5,222.053,238.575,0.0519,False,0.58,0.26
JPM,2025,2025-04-21,2025-04-25,242.5,231.81,245.62,0.0539,True,0.27,0.12
JPM,2025,2025-05-19,2025-05-23,275.0,268.32,261.99,0.0548,False,0.525,0.2
JPM,2025,2025-06-23,2025-06-27,287.5,278.55,288.6962,0.0503,True,0.08,0.03
JPM,2025,2025-07-07,2025-07-11,302.5,296.04,287.38,0.0581,False,0.37,0.12
JPM,2025,2025-09-08,2025-09-12,305.0,296.46,307.55,0.0568,True,0.33,0.11
JPM,2025,2025-09-22,2025-09-26,325.0,313.7,317.81,0.0514,False,0.225,0.07
JPM,2025,2025-12-08,2025-12-12,327.5,316.47,320.27,0.0521,False,0.265,0.08
META,2022,2022-01-10,2022-01-14,347.5,328.34,332.73,0.0575,False,0.295,0.09
META,2022,2022-01-31,2022-02-04,345.0,313.79,242.6099,0.0587,False,0.39,0.12
META,2022,2022-02-07,2022-02-11,252.5,238.3,230.42,0.0575,False,1.31,0.55
META,2022,2022-03-07,2022-03-11,205.0,200.89,193.56,0.0591,False,1.475,0.73
META,2022,2022-03-21,2022-03-25,227.5,214.71,225.5,0.0549,False,0.425,0.2
META,2022,2022-03-28,2022-04-01,240.0,224.04,227.28,0.057,False,0.42,0.19
META,2022,2022-04-25,2022-04-29,232.5,187.18,212.48,0.0546,False,0.8899999999999999,0.48
META,2022,2022-05-23,2022-05-27,212.5,196.9924,195.3329,0.0598,False,0.345,0.18
META,2023,2023-01-09,2023-01-13,141.0,132.95,137.39,0.0547,False,0.415,0.31
META,2023,2023-03-27,2023-03-31,217.5,205.86,212.17,0.0587,False,0.4649999999999999,0.23
META,2023,2023-04-24,2023-04-28,252.5,213.92,240.43,0.0534,False,0.6599999999999999,0.31
META,2023,2023-06-05,2023-06-09,290.0,275.57,267.949,0.058,False,0.3899999999999999,0.14
META,2023,2023-06-26,2023-06-30,300.0,289.79,289.05,0.0522,False,1.045,0.36
META,2023,2023-07-03,2023-07-07,302.5,289.4,296.2,0.0503,False,0.365,0.13
META,2023,2023-07-10,2023-07-14,317.5,298.13,314.88,0.0556,False,0.645,0.22
META,2023,2023-07-24,2023-07-28,352.5,297.52,326.2,0.055,False,1.415,0.48
META,2023,2023-08-21,2023-08-25,310.0,290.5,288.386,0.055,False,0.31,0.11
META,2023,2023-08-28,2023-09-01,307.5,291.45,301.74,0.0588,False,0.36,0.12
META,2023,2023-09-18,2023-09-22,320.0,303.6,305.38,0.0556,False,0.305,0.1
META,2023,2023-09-25,2023-09-29,322.5,300.95,310.64,0.0534,False,0.285,0.09
META,2023,2023-10-02,2023-10-06,325.0,307.18,316.31,0.054,False,0.255,0.08
META,2023,2023-10-23,2023-10-27,362.5,317.36,299.31,0.0533,False,0.915,0.29
META,2023,2023-10-30,2023-11-03,322.5,309.3967,315.55,0.052,False,0.81,0.26
META,2023,2023-11-06,2023-11-10,332.5,318.33,329.1,0.05,False,0.355,0.11
META,2023,2023-11-20,2023-11-24,355.0,341.87,341.8556,0.0525,False,0.33,0.1
META,2023,2023-11-27,2023-12-01,350.0,339.9,326.86,0.0567,False,0.515,0.15
META,2024,2024-01-08,2024-01-12,375.0,358.98,377.06,0.0511,True,0.225,0.06
META,2024,2024-01-22,2024-01-26,405.0,390.3525,396.79,0.0502,False,0.755,0.19
META,2024,2024-01-29,2024-02-02,460.0,402.93,485.96,0.0513,True,0.8700000000000001,0.22
META,2024,2024-02-26,2024-03-01,510.0,486.14,504.25,0.0583,False,0.73,0.15
META,2024,2024-03-18,2024-03-22,530.0,497.42,509.97,0.0594,False,0.435,0.09
META,2024,2024-04-01,2024-04-05,517.5,497.43,530.7,0.0581,True,0.635,0.13
META,2024,2024-04-22,2024-04-26,570.0,492.01,446.44,0.0531,False,1.975,0.4
META,2024,2024-04-29,2024-05-03,467.5,439.76,454.17,0.0513,False,0.91,0.21
META,2024,2024-05-06,2024-05-10,495.0,466.16,477.5,0.0599,False,0.355,0.08
META,2024,2024-05-20,2024-05-24,495.0,473.2,479.8499,0.0552,False,0.66,0.14
META,2024,2024-06-10,2024-06-14,530.0,502.66,507.15,0.058,False,0.45,0.09
META,2024,2024-06-24,2024-06-28,527.5,507.8,521.88,0.0502,False,0.885,0.17
META,2024,2024-07-08,2024-07-12,570.0,542.81,508.09,0.0572,False,1.23,0.23
META,2024,2024-07-22,2024-07-26,525.0,492.06,469.77,0.0535,False,0.86,0.17
META,2024,2024-07-29,2024-08-02,550.0,473.96,501.145,0.0551,False,1.735,0.37
META,2024,2024-08-05,2024-08-09,520.0,483.48,518.34,0.0519,False,0.77,0.16
META,2024,2024-10-07,2024-10-11,620.0,602.95,591.21,0.0509,False,1.8,0.3
META,2024,2024-10-28,2024-11-01,670.0,583.7499,573.67,0.0581,False,1.72,0.29
META,2024,2024-11-04,2024-11-08,597.5,568.69,593.1,0.0591,False,1.18,0.21
META,2024,2024-11-18,2024-11-22,587.5,559.9,563.8273,0.0567,False,0.84,0.15
META,2024,2024-12-09,2024-12-13,650.0,626.4,631.08,0.0585,False,1.385,0.22
META,2024,2024-12-23,2024-12-27,627.5,601.09,601.85,0.0535,False,0.64,0.11
META,2025,2025-01-27,2025-01-31,760.0,663.87,705.2999,0.056,False,1.46,0.22
META,2025,2025-01-27,2025-01-31,765.0,663.87,705.2999,0.0503,False,1.295,0.2
META,2025,2025-02-03,2025-02-07,742.5,704.0,725.01,0.0549,False,0.8899999999999999,0.13
META,2025,2025-02-10,2025-02-14,755.0,721.2,740.91,0.0537,False,0.895,0.12
META,2025,2025-02-24,2025-02-28,710.0,687.27,669.63,0.0531,False,1.465,0.21
META,2025,2025-03-03,2025-03-07,702.5,681.25,634.79,0.0506,False,2.015,0.3
META,2025,2025-03-10,2025-03-14,660.0,610.1059,608.86,0.0528,False,1.04,0.17
META,2025,2025-03-24,2025-03-28,655.0,622.54,601.75,0.0575,False,0.895,0.14
META,2025,2025-03-24,2025-03-28,657.5,622.54,601.75,0.0504,False,0.75,0.12
META,2025,2025-03-31,2025-04-04,622.5,578.7,518.0,0.0514,False,0.5,0.09
META,2025,2025-04-07,2025-04-11,587.5,539.37,547.4,0.0577,False,1.565,0.29
META,2025,2025-04-07,2025-04-11,590.0,539.37,547.4,0.0554,False,1.265,0.23
META,2025,2025-04-21,2025-04-25,530.0,493.5,549.86,0.0592,True,1.18,0.24
META,2025,2025-04-21,2025-04-25,532.5,493.5,549.86,0.0511,True,0.99,0.2
META,2025,2025-04-28,2025-05-02,645.0,558.4899,604.34,0.0556,False,1.745,0.31
META,2025,2025-05-19,2025-05-23,680.0,643.0,632.445,0.0571,False,0.845,0.13
META,2025,2025-05-19,2025-05-23,682.5,643.0,632.445,0.0505,False,0.71,0.11
META,2025,2025-06-02,2025-06-06,710.0,673.26,702.806,0.052,False,0.3999999999999999,0.06
META,2025,2025-06-09,2025-06-13,732.5,705.19,694.57,0.059,False,1.345,0.19
META,2025,2025-06-23,2025-06-27,730.0,699.05,735.43,0.0563,True,0.38,0.05
META,2025,2025-07-07,2025-07-11,755.0,727.0,725.16,0.0547,False,1.185,0.16
META,2025,2025-07-21,2025-07-25,750.0,717.0,720.6499,0.0542,False,0.92,0.13
META,2025,2025-07-28,2025-08-01,800.0,724.7352,765.9999,0.0597,False,1.645,0.23
META,2025,2025-08-04,2025-08-08,817.5,776.85,769.9,0.0571,False,0.415,0.05
META,2025,2025-08-18,2025-08-22,807.5,775.81,756.9,0.0526,False,0.965,0.12
META,2025,2025-09-08,2025-09-12,790.0,766.51,757.5703,0.0523,False,1.4,0.18
META,2025,2025-09-29,2025-10-03,782.5,750.78,731.0,0.0535,False,0.92,0.12
META,2025,2025-10-06,2025-10-10,767.5,716.88,735.27,0.0567,False,0.785,0.11
META,2025,2025-10-20,2025-10-24,770.0,733.77,741.21,0.0554,False,0.62,0.08
META,2025,2025-10-27,2025-10-31,850.0,755.75,674.89,0.0576,False,1.735,0.23
META,2025,2025-10-27,2025-10-31,855.0,755.75,674.89,0.0505,False,1.47,0.19
META,2025,2025-11-03,2025-11-07,692.5,659.3299,622.1348,0.055,False,1.875,0.28
META,2025,2025-11-03,2025-11-07,695.0,659.3299,622.1348,0.0503,False,1.88,0.29
META,2025,2025-11-10,2025-11-14,670.0,635.0,613.68,0.0596,False,1.115,0.18
META,2025,2025-11-10,2025-11-14,672.5,635.0,613.68,0.051,False,0.95,0.15
META,2025,2025-11-24,2025-11-28,647.5,616.7,648.05,0.0525,True,0.44,0.07
META,2025,2025-12-01,2025-12-05,672.5,645.32,674.69,0.0566,True,0.975,0.15
META,2025,2025-12-08,2025-12-12,702.5,676.71,711.0,0.0581,True,1.255,0.19
META,2025,2025-12-22,2025-12-26,687.5,673.58,668.9499,0.0541,False,1.23,0.18
MSFT,2022,2022-01-24,2022-01-28,332.5,297.11,308.48,0.0506,False,0.335,0.11
MSFT,2022,2022-03-21,2022-03-25,312.5,300.14,305.5,0.0526,False,0.31,0.1
MSFT,2022,2022-03-28,2022-04-01,325.0,310.8,310.13,0.0501,False,0.25,0.08
MSFT,2022,2022-04-18,2022-04-22,295.0,282.46,283.2,0.0564,False,0.33,0.12
MSFT,2022,2022-04-25,2022-04-29,312.5,281.11,289.88,0.0519,False,0.395,0.14
MSFT,2022,2022-07-18,2022-07-22,267.5,260.84,265.33,0.0527,False,0.55,0.21
MSFT,2022,2022-08-29,2022-09-02,280.0,267.4,264.74,0.0557,False,0.275,0.1
MSFT,2022,2022-10-24,2022-10-28,272.5,247.84,236.6,0.0501,False,0.295,0.12
MSFT,2022,2022-10-31,2022-11-04,247.5,234.92,221.59,0.057,False,0.435,0.19
MSFT,2022,2022-11-28,2022-12-02,255.0,246.65,256.06,0.0529,True,0.41,0.17
MSFT,2022,2022-12-05,2022-12-09,262.5,253.819,248.31,0.0577,False,0.33,0.13
MSFT,2023,2023-01-09,2023-01-13,242.5,231.2366,239.37,0.0523,False,0.345,0.15
MSFT,2023,2023-01-30,2023-02-03,257.5,245.6,264.2,0.0523,True,0.365,0.15
MSFT,2023,2023-03-20,2023-03-24,290.0,277.48,280.63,0.0519,False,0.645,0.23
MSFT,2023,2023-04-10,2023-04-14,302.5,289.6,288.48,0.0537,False,0.25,0.09
MSFT,2023,2023-04-24,2023-04-28,307.5,284.95,308.93,0.0508,True,0.36,0.13
MSFT,2023,2023-05-01,2023-05-05,317.5,308.6,311.97,0.0554,False,0.395,0.13
MSFT,2023,2023-05-08,2023-05-12,320.0,310.2,310.65,0.0596,False,0.26,0.08
MSFT,2023,2023-07-03,2023-07-07,350.0,340.9,341.79,0.0594,False,0.35,0.1
MSFT,2023,2023-07-24,2023-07-28,392.5,346.92,340.01,0.0522,False,0.8200000000000001,0.24
MSFT,2023,2023-08-07,2023-08-11,345.0,331.11,322.41,0.051,False,0.3349999999999999,0.1
MSFT,2023,2023-08-21,2023-08-25,337.5,322.77,325.36,0.0573,False,0.205,0.06
MSFT,2023,2023-10-23,2023-10-27,357.5,332.725,336.72,0.0582,False,0.5,0.15
MSFT,2023,2023-11-20,2023-11-24,395.0,378.87,377.97,0.0516,False,0.28,0.07
MSFT,2023,2023-12-18,2023-12-22,387.5,373.0,375.18,0.0548,False,0.285,0.08
MSFT,2024,2024-01-08,2024-01-12,387.5,375.2,388.68,0.0551,True,0.14,0.04
MSFT,2024,2024-01-29,2024-02-02,450.0,409.98,412.65,0.0522,False,0.525,0.13
MSFT,2024,2024-02-26,2024-03-01,422.5,412.16,415.87,0.0546,False,0.485,0.12
MSFT,2024,2024-04-08,2024-04-12,440.0,427.28,425.1794,0.0552,False,0.335,0.08
MSFT,2024,2024-04-22,2024-04-26,437.5,402.85,413.0,0.0534,False,0.58,0.14
MSFT,2024,2024-06-03,2024-06-07,430.0,416.43,426.28,0.0586,False,0.35,0.08
MSFT,2024,2024-06-24,2024-06-28,462.5,452.75,455.38,0.0552,False,0.535,0.12
MSFT,2024,2024-07-08,2024-07-12,482.5,467.7,456.36,0.0564,False,0.315,0.07
MSFT,2024,2024-07-22,2024-07-26,462.5,444.6,428.915,0.0571,False,0.45,0.1
MSFT,2024,2024-07-29,2024-08-02,467.5,432.15,415.0,0.057,False,0.845,0.2
MSFT,2024,2024-08-05,2024-08-09,422.5,401.04,408.05,0.0575,False,0.745,0.19
MSFT,2024,2024-10-07,2024-10-11,427.5,417.11,417.13,0.0591,False,0.685,0.16
MSFT,2024,2024-10-28,2024-11-01,462.5,431.94,415.5,0.0562,False,0.815,0.19
