symbol,year,date_only,expiration_date,strike,underlying_spot,underlying_spot_at_expiry,probability_itm,actually_itm,premium,premium_yield_pct
MSFT,2024,2024-11-04,2024-11-08,427.5,410.415,426.5,0.0554,False,0.4049999999999999,0.1
MSFT,2024,2024-12-09,2024-12-13,465.0,448.33,451.43,0.0503,False,0.315,0.07
MSFT,2024,2024-12-30,2025-01-03,440.0,427.55,424.03,0.0524,False,0.325,0.08
MSFT,2025,2025-01-06,2025-01-10,442.5,434.32,424.71,0.0554,False,0.58,0.13
MSFT,2025,2025-01-27,2025-01-31,472.5,435.2,420.69,0.0534,False,0.43,0.1
MSFT,2025,2025-02-10,2025-02-14,427.5,415.4624,408.91,0.0585,False,0.375,0.09
MSFT,2025,2025-02-24,2025-02-28,422.5,409.37,397.63,0.0539,False,0.4449999999999999,0.11
MSFT,2025,2025-03-10,2025-03-14,405.0,386.4,390.23,0.0558,False,0.6499999999999999,0.17
MSFT,2025,2025-03-24,2025-03-28,407.5,395.4,389.13,0.0575,False,0.35,0.09
MSFT,2025,2025-03-31,2025-04-04,395.0,377.07,374.59,0.059,False,0.3299999999999999,0.09
MSFT,2025,2025-05-05,2025-05-09,455.0,439.5,440.74,0.0506,False,0.37,0.08
MSFT,2025,2025-07-28,2025-08-01,555.0,515.0,535.8,0.0502,False,0.615,0.12
MSFT,2025,2025-08-25,2025-08-29,522.5,508.19,509.6,0.0548,False,0.445,0.09
MSFT,2025,2025-09-22,2025-09-26,535.0,517.74,513.94,0.0529,False,0.395,0.08
MSFT,2025,2025-10-06,2025-10-10,550.0,531.03,523.58,0.0594,False,0.33,0.06
MSFT,2025,2025-10-27,2025-10-31,585.0,534.58,529.32,0.0563,False,0.835,0.16
MSFT,2025,2025-12-29,2026-01-02,500.0,488.35,484.66,0.055,False,0.355,0.07
NVDA,2022,2022-01-10,2022-01-14,33.5,27.469,27.1969,0.0523,False,0.08,0.29
NVDA,2022,2022-01-24,2022-01-28,29.5,23.38,22.858,0.0511,False,0.065,0.28
NVDA,2022,2022-01-31,2022-02-04,28.75,24.509,24.635,0.0538,False,0.06,0.24
NVDA,2022,2022-02-07,2022-02-11,29.0,25.182,26.152,0.0587,False,0.115,0.46
NVDA,2022,2022-03-07,2022-03-11,25.75,23.033,23.145,0.0565,False,0.25,1.09
NVDA,2022,2022-03-21,2022-03-25,32.5,27.152,28.358,0.058,False,0.145,0.53
NVDA,2022,2022-03-28,2022-04-01,33.5,28.25,27.496,0.0506,False,0.13,0.46
NVDA,2022,2022-05-02,2022-05-06,23.75,19.574,19.512,0.0578,False,0.07,0.36
NVDA,2022,2022-05-02,2022-05-06,24.0,19.574,19.512,0.0553,False,0.05,0.26
NVDA,2022,2022-05-09,2022-05-13,21.75,18.255,17.9284,0.0554,False,0.2,1.1
NVDA,2022,2022-05-09,2022-05-13,22.0,18.255,17.9284,0.057,False,0.16,0.88
NVDA,2022,2022-05-23,2022-05-27,22.5,16.915,18.881,0.0524,False,0.14,0.83
NVDA,2022,2022-05-23,2022-05-27,22.75,16.915,18.881,0.0506,False,0.12,0.71
NVDA,2022,2022-06-06,2022-06-10,22.0,19.337,17.697,0.052,False,0.11,0.57
NVDA,2022,2022-06-27,2022-07-01,19.75,17.33,15.0629,0.0559,False,0.08,0.46
NVDA,2022,2022-07-18,2022-07-22,19.25,16.897,17.967,0.052,False,0.08,0.47
NVDA,2022,2022-08-01,2022-08-05,21.5,18.846,19.2289,0.0539,False,0.09,0.48
NVDA,2022,2022-08-08,2022-08-12,21.0,18.239,18.718,0.0584,False,0.075,0.41
NVDA,2022,2022-08-22,2022-08-26,21.0,17.558,17.924,0.0546,False,0.115,0.65
NVDA,2022,2022-09-19,2022-09-23,16.0,13.463,12.611,0.0507,False,0.055,0.41
NVDA,2022,2022-09-26,2022-09-30,14.5,12.659,12.633,0.056,False,0.09,0.71
NVDA,2022,2022-09-26,2022-09-30,14.7,12.659,12.633,0.0525,False,0.075,0.59
NVDA,2022,2022-09-26,2022-09-30,14.8,12.659,12.633,0.0509,False,0.055,0.43
NVDA,2022,2022-10-03,2022-10-07,14.5,12.678,12.67,0.0513,False,0.045,0.35
NVDA,2022,2022-10-24,2022-10-28,14.8,12.71,13.85,0.0576,False,0.045,0.35
NVDA,2022,2022-11-07,2022-11-11,16.75,14.412,16.389,0.0537,False,0.05,0.35
NVDA,2022,2022-11-28,2022-12-02,18.25,16.357,16.9326,0.0547,False,0.09,0.55
NVDA,2022,2022-12-05,2022-12-09,19.25,16.995,17.583,0.0515,False,0.05,0.29
NVDA,2023,2023-01-23,2023-01-27,22.5,19.245,20.628,0.0576,False,0.04,0.21
NVDA,2023,2023-01-30,2023-02-03,23.0,20.14,21.745,0.0514,False,0.215,1.07
NVDA,2023,2023-02-06,2023-02-10,25.0,21.57,22.0776,0.0567,False,0.11,0.51
NVDA,2023,2023-02-27,2023-03-03,26.75,23.8799,23.9,0.0594,False,0.165,0.69
NVDA,2023,2023-02-27,2023-03-03,27.0,23.8799,23.9,0.0562,False,0.125,0.52
NVDA,2023,2023-03-06,2023-03-10,26.75,24.248,23.627,0.0533,False,0.14,0.58
NVDA,2023,2023-03-06,2023-03-10,27.0,24.248,23.627,0.0503,False,0.1,0.41
NVDA,2023,2023-03-20,2023-03-24,30.25,26.024,27.167,0.0583,False,0.095,0.37
NVDA,2023,2023-03-27,2023-03-31,30.25,27.0,27.8343,0.0543,False,0.09,0.33
NVDA,2023,2023-04-10,2023-04-14,31.0,27.621,26.883,0.0579,False,0.04,0.14
NVDA,2023,2023-04-24,2023-04-28,30.25,27.366,27.758,0.0537,False,0.065,0.24
NVDA,2023,2023-05-01,2023-05-05,32.5,29.0584,28.755,0.0561,False,0.075,0.26
NVDA,2023,2023-05-08,2023-05-12,32.5,29.22,28.78,0.0523,False,0.045,0.15
NVDA,2023,2023-05-22,2023-05-26,39.5,31.52,39.17,0.0546,False,0.195,0.62
NVDA,2023,2023-05-22,2023-05-26,39.75,31.52,39.17,0.0533,False,0.175,0.56
NVDA,2023,2023-06-05,2023-06-09,46.0,39.565,39.711,0.0563,False,0.215,0.54
NVDA,2023,2023-06-26,2023-06-30,47.0,42.764,42.55,0.0596,False,0.355,0.83
NVDA,2023,2023-07-03,2023-07-07,47.0,42.898,43.214,0.0533,False,0.21,0.49
NVDA,2023,2023-07-10,2023-07-14,47.0,42.811,48.088,0.0562,True,0.205,0.48
NVDA,2023,2023-07-24,2023-07-28,52.0,45.109,47.027,0.0567,False,0.24,0.53
NVDA,2023,2023-08-07,2023-08-11,51.5,45.54,42.018,0.0515,False,0.105,0.23
NVDA,2023,2023-08-28,2023-09-01,53.5,46.98,49.8,0.0584,False,0.245,0.52
NVDA,2023,2023-09-25,2023-09-29,47.25,42.536,44.144,0.0544,False,0.135,0.32
NVDA,2023,2023-10-23,2023-10-27,48.0,43.248,41.206,0.0546,False,0.07,0.16
NVDA,2023,2023-10-30,2023-11-03,46.0,41.766,45.309,0.0559,False,0.17,0.41
NVDA,2023,2023-11-06,2023-11-10,52.0,45.935,48.472,0.0541,False,0.155,0.34
NVDA,2023,2023-11-20,2023-11-24,66.0,50.548,48.921,0.0557,False,0.195,0.39
NVDA,2023,2023-11-27,2023-12-01,53.75,48.53,47.2,0.0556,False,0.115,0.24
NVDA,2023,2023-12-04,2023-12-08,51.5,46.077,47.7409,0.0595,False,0.14,0.3
NVDA,2023,2023-12-04,2023-12-08,52.0,46.077,47.7409,0.0526,False,0.105,0.23
NVDA,2024,2024-01-08,2024-01-12,58.5,52.275,54.97,0.0582,False,0.11,0.21
NVDA,2024,2024-01-08,2024-01-12,58.75,52.275,54.97,0.0531,False,0.105,0.2
NVDA,2024,2024-02-05,2024-02-09,86.0,69.497,72.185,0.0588,False,0.19,0.27
NVDA,2024,2024-02-26,2024-03-01,92.5,80.646,82.3,0.0572,False,0.75,0.93
NVDA,2024,2024-02-26,2024-03-01,93.0,80.646,82.3,0.0525,False,0.6849999999999999,0.85
NVDA,2024,2024-03-04,2024-03-08,104.0,87.695,97.4,0.0528,False,0.415,0.47
NVDA,2024,2024-03-18,2024-03-22,118.0,92.405,94.778,0.0594,False,1.04,1.13
NVDA,2024,2024-03-18,2024-03-22,119.0,92.405,94.778,0.0572,False,0.915,0.99
NVDA,2024,2024-03-18,2024-03-22,120.0,92.405,94.778,0.0505,False,0.8250000000000001,0.89
NVDA,2024,2024-04-01,2024-04-05,103.0,92.225,88.481,0.0554,False,0.525,0.57
NVDA,2024,2024-04-08,2024-04-12,98.0,88.83,90.175,0.0515,False,0.37,0.42
NVDA,2024,2024-04-22,2024-04-26,92.5,80.073,88.3309,0.057,False,0.595,0.74
NVDA,2024,2024-04-22,2024-04-26,93.0,80.073,88.3309,0.0505,False,0.545,0.68
NVDA,2024,2024-04-29,2024-05-03,105.0,87.992,89.281,0.0541,False,0.39,0.44
NVDA,2024,2024-05-06,2024-05-10,104.0,92.22,91.401,0.0581,False,0.35,0.38
NVDA,2024,2024-05-20,2024-05-24,124.0,95.2,106.475,0.0537,False,0.745,0.78
NVDA,2024,2024-05-20,2024-05-24,125.0,95.2,106.475,0.0509,False,0.6799999999999999,0.71
NVDA,2024,2024-06-03,2024-06-07,134.0,115.0,121.6917,0.0562,False,0.6,0.52
NVDA,2024,2024-06-10,2024-06-14,131.5,123.1,132.84,0.0571,True,0.325,0.26
NVDA,2024,2024-06-10,2024-06-14,132.0,123.1,132.84,0.0528,True,0.32,0.26
NVDA,2024,2024-06-24,2024-06-28,135.0,124.46,127.71,0.0565,False,0.5449999999999999,0.44
NVDA,2024,2024-07-01,2024-07-05,133.0,124.84,128.85,0.0566,False,0.235,0.19
NVDA,2024,2024-07-22,2024-07-26,134.0,124.07,116.2,0.0542,False,0.215,0.17
NVDA,2024,2024-08-05,2024-08-09,118.0,103.41,106.6,0.0516,False,0.4,0.39
NVDA,2024,2024-08-19,2024-08-23,142.0,130.0,129.6,0.059,False,0.14,0.11
NVDA,2024,2024-09-30,2024-10-04,131.0,121.5,125.04,0.0528,False,0.195,0.16
NVDA,2024,2024-10-07,2024-10-11,138.0,130.64,135.78,0.0594,False,0.32,0.24
NVDA,2024,2024-10-28,2024-11-01,152.5,143.14,137.31,0.0515,False,0.315,0.22
NVDA,2024,2024-11-18,2024-11-22,167.5,141.55,147.16,0.0572,False,0.585,0.41
NVDA,2024,2024-11-25,2024-11-29,148.0,142.05,139.35,0.0592,False,0.45,0.32
NVDA,2024,2024-11-25,2024-11-29,149.0,142.05,139.35,0.0541,False,0.37,0.26
NVDA,2024,2024-12-02,2024-12-06,148.0,140.45,145.7,0.0564,False,0.23,0.16
NVDA,2024,2024-12-09,2024-12-13,149.0,139.95,139.6,0.0578,False,0.175,0.13
NVDA,2024,2024-12-30,2025-01-03,147.0,140.27,144.9,0.0558,False,0.22,0.16
NVDA,2025,2025-01-06,2025-01-10,165.0,152.156,139.92,0.0507,False,0.255,0.17
NVDA,2025,2025-01-27,2025-01-31,140.0,128.4,127.85,0.0562,False,0.5950000000000001,0.46
NVDA,2025,2025-01-27,2025-01-31,141.0,128.4,127.85,0.0504,False,0.575,0.45
NVDA,2025,2025-02-03,2025-02-07,134.0,118.57,130.37,0.054,False,0.31,0.26
NVDA,2025,2025-02-10,2025-02-14,146.0,135.0,139.25,0.0519,False,0.16,0.12
NVDA,2025,2025-02-24,2025-02-28,155.0,138.59,125.09,0.0588,False,0.615,0.44
NVDA,2025,2025-03-03,2025-03-07,130.0,123.7,113.48,0.0588,False,0.935,0.76
NVDA,2025,2025-03-03,2025-03-07,131.0,123.7,113.48,0.0509,False,0.775,0.63
NVDA,2025,2025-03-10,2025-03-14,123.0,111.85,121.88,0.0595,False,0.39,0.35
NVDA,2025,2025-03-10,2025-03-14,124.0,111.85,121.88,0.0504,False,0.335,0.3
NVDA,2025,2025-03-31,2025-04-04,119.0,110.955,100.13,0.0509,False,0.13,0.12
NVDA,2025,2025-04-07,2025-04-11,113.0,101.75,111.5499,0.0555,False,0.435,0.43
NVDA,2025,2025-04-21,2025-04-25,109.0,99.44,111.92,0.0538,True,0.275,0.28
NVDA,2025,2025-05-05,2025-05-09,123.0,114.665,118.23,0.0567,False,0.19,0.17
NVDA,2025,2025-05-19,2025-05-23,147.0,135.87,132.68,0.0552,False,0.215,0.16
NVDA,2025,2025-06-02,2025-06-06,147.0,138.12,143.27,0.0503,False,0.185,0.13
NVDA,2025,2025-06-09,2025-06-13,152.5,145.0,143.58,0.0592,False,0.2799999999999999,0.19
NVDA,2025,2025-07-07,2025-07-11,167.5,159.31,167.89,0.0572,True,0.23,0.14
NVDA,2025,2025-08-18,2025-08-22,192.5,182.9375,178.59,0.0526,False,0.245,0.13
NVDA,2025,2025-09-22,2025-09-26,200.0,184.55,179.77,0.0524,False,0.21,0.11
NVDA,2025,2025-10-20,2025-10-24,195.0,185.2,187.47,0.0568,False,0.315,0.17
NVDA,2025,2025-10-27,2025-10-31,212.5,192.0,207.97,0.0564,False,0.26,0.14
NVDA,2025,2025-11-03,2025-11-07,222.5,211.335,188.32,0.0591,False,0.5700000000000001,0.27
NVDA,2025,2025-11-10,2025-11-14,215.0,199.94,191.01,0.0552,False,0.23,0.12
NVDA,2025,2025-11-24,2025-11-28,195.0,183.5,179.29,0.0546,False,0.305,0.17
NVDA,2025,2025-12-01,2025-12-05,192.5,180.3,184.66,0.056,False,0.245,0.14
NVDA,2025,2025-12-08,2025-12-12,200.0,188.0,182.82,0.0525,False,0.31,0.16
QQQ,2022,2022-01-31,2022-02-04,168.0,157.3,157.3,0.0513,False,0.165,0.1
QQQ,2022,2022-02-07,2022-02-11,166.0,157.3,157.3,0.0594,False,0.24,0.15
QQQ,2022,2022-02-28,2022-03-04,162.0,157.3,157.3,0.0548,False,0.115,0.07
QQQ,2022,2022-03-07,2022-03-11,161.0,157.3,157.3,0.0514,False,0.05,0.03
QQQ,2023,2023-06-26,2023-06-30,181.0,178.75,178.75,0.053,False,0.03,0.02
QQQ,2023,2023-08-07,2023-08-11,181.0,178.75,178.75,0.0529,False,0.025,0.01
QQQ,2023,2023-11-27,2023-12-01,189.0,178.75,178.75,0.0512,False,0.145,0.08
QQQ,2024,2024-06-24,2024-06-28,237.5,233.75,233.75,0.0525,False,0.07,0.03
QQQ,2024,2024-07-29,2024-08-02,237.5,233.75,233.75,0.0525,False,0.04,0.02
QQQ,2024,2024-10-07,2024-10-11,240.0,233.75,233.75,0.0544,False,0.0499999999999999,0.02
QQQ,2024,2024-10-28,2024-11-01,240.0,233.75,233.75,0.0544,False,0.205,0.09
QQQ,2024,2024-11-25,2024-11-29,240.0,233.75,233.75,0.0501,False,0.255,0.11
QQQ,2024,2024-12-02,2024-12-06,242.5,233.75,233.75,0.052,False,0.17,0.07
QQQ,2024,2024-12-02,2024-12-06,245.0,233.75,233.75,0.0528,False,0.095,0.04
QQQ,2025,2025-07-07,2025-07-11,265.0,261.25,261.25,0.0594,False,0.16,0.06
QQQ,2025,2025-08-04,2025-08-08,270.0,261.25,261.25,0.0521,False,0.11,0.04
QQQ,2025,2025-08-18,2025-08-22,272.5,261.25,261.25,0.0508,False,0.195,0.07
QQQ,2025,2025-11-10,2025-11-14,302.5,261.25,261.25,0.0529,False,0.38,0.15
QQQ,2025,2025-12-01,2025-12-05,292.5,261.25,261.25,0.0531,False,0.51,0.2
TSLA,2022,2022-01-03,2022-01-07,1175.0,400.3566,360.3099,0.0586,False,33.675,8.41
TSLA,2022,2022-01-03,2022-01-07,1180.0,400.3566,360.3099,0.0568,False,32.0,7.99
TSLA,2022,2022-01-03,2022-01-07,1185.0,400.3566,360.3099,0.0547,False,29.51,7.37
TSLA,2022,2022-01-03,2022-01-07,1190.0,400.3566,360.3099,0.0532,False,27.75,6.93
TSLA,2022,2022-01-03,2022-01-07,1195.0,400.3566,360.3099,0.0515,False,25.925,6.48
TSLA,2022,2022-01-10,2022-01-14,1035.0,353.0333,350.6666,0.0597,False,29.375,8.32
TSLA,2022,2022-01-10,2022-01-14,1040.0,353.0333,350.6666,0.0577,False,27.26,7.72
TSLA,2022,2022-01-10,2022-01-14,1045.0,353.0333,350.6666,0.0558,False,25.25,7.15
TSLA,2022,2022-01-10,2022-01-14,1050.0,353.0333,350.6666,0.0535,False,23.225,6.58
TSLA,2022,2022-01-10,2022-01-14,1055.0,353.0333,350.6666,0.0515,False,21.4,6.06
TSLA,2022,2022-01-24,2022-01-28,960.0,311.171,285.8333,0.0541,False,27.295,8.77
TSLA,2022,2022-01-24,2022-01-28,965.0,311.171,285.8333,0.0532,False,25.755000000000003,8.28
TSLA,2022,2022-01-24,2022-01-28,970.0,311.171,285.8333,0.0518,False,24.3,7.81
TSLA,2022,2022-01-24,2022-01-28,975.0,311.171,285.8333,0.0504,False,22.985,7.39
TSLA,2022,2022-01-31,2022-02-04,920.0,312.6633,312.1666,0.0581,False,24.555,7.85
TSLA,2022,2022-01-31,2022-02-04,925.0,312.6633,312.1666,0.0555,False,22.775,7.28
TSLA,2022,2022-01-31,2022-02-04,930.0,312.6633,312.1666,0.0536,False,20.925,6.69
TSLA,2022,2022-01-31,2022-02-04,935.0,312.6633,312.1666,0.051,False,19.35,6.19
TSLA,2022,2022-02-07,2022-02-11,890.0,315.9233,305.32,0.0589,False,49.825,15.77
TSLA,2022,2022-02-07,2022-02-11,895.0,315.9233,305.32,0.0577,False,47.015,14.88
TSLA,2022,2022-02-07,2022-02-11,900.0,315.9233,305.32,0.0552,False,43.735,13.84
TSLA,2022,2022-02-07,2022-02-11,905.0,315.9233,305.32,0.0524,False,40.37,12.78
TSLA,2022,2022-02-28,2022-03-04,855.0,292.2866,285.2166,0.0583,False,24.475,8.37
TSLA,2022,2022-02-28,2022-03-04,860.0,292.2866,285.2166,0.0557,False,22.3,7.63
TSLA,2022,2022-02-28,2022-03-04,865.0,292.2866,285.2166,0.0532,False,20.2,6.91
TSLA,2022,2022-02-28,2022-03-04,870.0,292.2866,285.2166,0.0509,False,18.325,6.27
TSLA,2022,2022-03-07,2022-03-11,800.0,288.7133,281.2673,0.0588,False,51.05,17.68
TSLA,2022,2022-03-07,2022-03-11,805.0,288.7133,281.2673,0.0559,False,46.15,15.98
TSLA,2022,2022-03-07,2022-03-11,810.0,288.7133,281.2673,0.0527,False,42.7,14.79
TSLA,2022,2022-03-21,2022-03-25,900.0,314.2833,340.5999,0.0597,False,41.425,13.18
TSLA,2022,2022-03-21,2022-03-25,905.0,314.2833,340.5999,0.0571,False,37.9,12.06
TSLA,2022,2022-03-21,2022-03-25,910.0,314.2833,340.5999,0.0538,False,35.175,11.19
TSLA,2022,2022-03-21,2022-03-25,915.0,314.2833,340.5999,0.0513,False,32.24,10.26
TSLA,2022,2022-03-28,2022-04-01,1065.0,365.9599,364.9166,0.0598,False,38.504999999999995,10.52
TSLA,2022,2022-03-28,2022-04-01,1070.0,365.9599,364.9166,0.0579,False,36.06,9.85
TSLA,2022,2022-03-28,2022-04-01,1075.0,365.9599,364.9166,0.056,False,33.629999999999995,9.19
TSLA,2022,2022-03-28,2022-04-01,1080.0,365.9599,364.9166,0.054,False,31.450000000000003,8.59
TSLA,2022,2022-03-28,2022-04-01,1090.0,365.9599,364.9166,0.05,False,27.4,7.49
TSLA,2022,2022-04-04,2022-04-08,1115.0,383.3033,349.48,0.0595,False,31.840000000000003,8.31
TSLA,2022,2022-04-04,2022-04-08,1120.0,383.3033,349.48,0.0575,False,29.825,7.78
TSLA,2022,2022-04-04,2022-04-08,1125.0,383.3033,349.48,0.0555,False,27.65,7.21
TSLA,2022,2022-04-04,2022-04-08,1130.0,383.3033,349.48,0.0534,False,25.6,6.68
TSLA,2022,2022-04-04,2022-04-08,1135.0,383.3033,349.48,0.0513,False,23.625,6.16
TSLA,2022,2022-04-18,2022-04-22,990.0,338.3066,344.95,0.059,False,36.97,10.93
TSLA,2022,2022-04-18,2022-04-22,995.0,338.3066,344.95,0.057,False,34.435,10.18
TSLA,2022,2022-04-18,2022-04-22,1000.0,338.3066,344.95,0.055,False,32.2,9.52
TSLA,2022,2022-04-18,2022-04-22,1005.0,338.3066,344.95,0.053,False,29.75,8.79
TSLA,2022,2022-04-18,2022-04-22,1010.0,338.3066,344.95,0.0508,False,27.9,8.25
TSLA,2022,2022-04-25,2022-04-29,975.0,336.2066,311.4666,0.06,False,40.445,12.03
TSLA,2022,2022-04-25,2022-04-29,980.0,336.2066,311.4666,0.0579,False,37.75,11.23
TSLA,2022,2022-04-25,2022-04-29,985.0,336.2066,311.4666,0.0555,False,35.225,10.48
TSLA,2022,2022-04-25,2022-04-29,990.0,336.2066,311.4666,0.0529,False,32.5,9.67
TSLA,2022,2022-04-25,2022-04-29,995.0,336.2066,311.4666,0.0507,False,30.025,8.93
TSLA,2022,2022-05-02,2022-05-06,890.0,302.1199,296.0,0.0593,False,28.825,9.54
TSLA,2022,2022-05-02,2022-05-06,895.0,302.1199,296.0,0.0567,False,26.525,8.78
TSLA,2022,2022-05-02,2022-05-06,900.0,302.1199,296.0,0.0546,False,24.05,7.96
TSLA,2022,2022-05-02,2022-05-06,905.0,302.1199,296.0,0.0524,False,22.17,7.34
TSLA,2022,2022-05-09,2022-05-13,790.0,281.8766,262.4499,0.0593,False,45.21,16.04
TSLA,2022,2022-05-09,2022-05-13,795.0,281.8766,262.4499,0.0562,False,43.120000000000005,15.3
TSLA,2022,2022-05-09,2022-05-13,800.0,281.8766,262.4499,0.0541,False,41.15,14.6
TSLA,2022,2022-05-09,2022-05-13,805.0,281.8766,262.4499,0.0514,False,36.75,13.04
TSLA,2022,2022-05-23,2022-05-27,670.0,226.6517,253.2666,0.0584,False,25.049999999999997,11.05
TSLA,2022,2022-05-23,2022-05-27,675.0,226.6517,253.2666,0.0555,False,22.75,10.04
TSLA,2022,2022-05-23,2022-05-27,680.0,226.6517,253.2666,0.0521,False,20.645,9.11
TSLA,2022,2022-06-06,2022-06-10,710.0,244.8666,239.5,0.0579,False,32.975,13.47
TSLA,2022,2022-06-06,2022-06-10,715.0,244.8666,239.5,0.0553,False,29.775,12.16
TSLA,2022,2022-06-06,2022-06-10,720.0,244.8666,239.5,0.0521,False,27.67,11.3
TSLA,2022,2022-06-27,2022-07-01,722.5,252.07,230.23,0.0595,False,36.925,14.65
TSLA,2022,2022-06-27,2022-07-01,725.0,252.07,230.23,0.0583,False,35.235,13.98
TSLA,2022,2022-06-27,2022-07-01,727.5,252.07,230.23,0.0569,False,33.43,13.26
TSLA,2022,2022-06-27,2022-07-01,730.0,252.07,230.23,0.0552,False,32.225,12.78
TSLA,2022,2022-06-27,2022-07-01,732.5,252.07,230.23,0.0537,False,30.525,12.11
TSLA,2022,2022-06-27,2022-07-01,735.0,252.07,230.23,0.0524,False,29.725,11.79
TSLA,2022,2022-07-18,2022-07-22,720.0,250.5166,280.7866,0.0589,False,36.525,14.58
TSLA,2022,2022-07-18,2022-07-22,722.5,250.5166,280.7866,0.0576,False,35.05,13.99
TSLA,2022,2022-07-18,2022-07-22,725.0,250.5166,280.7866,0.056,False,33.65,13.43
TSLA,2022,2022-07-18,2022-07-22,727.5,250.5166,280.7866,0.0551,False,32.15,12.83
TSLA,2022,2022-07-18,2022-07-22,730.0,250.5166,280.7866,0.0534,False,30.85,12.31
TSLA,2022,2022-07-18,2022-07-22,732.5,250.5166,280.7866,0.0519,False,29.575000000000003,11.81
TSLA,2022,2022-07-18,2022-07-22,735.0,250.5166,280.7866,0.0506,False,28.25,11.28
TSLA,2022,2022-07-25,2022-07-29,785.0,274.1466,298.32,0.0598,False,37.725,13.76
TSLA,2022,2022-07-25,2022-07-29,790.0,274.1466,298.32,0.0565,False,35.675,13.01
TSLA,2022,2022-07-25,2022-07-29,795.0,274.1466,298.32,0.0528,False,32.13,11.72
TSLA,2022,2022-07-25,2022-07-29,800.0,274.1466,298.32,0.05,False,28.845,10.52
TSLA,2022,2022-08-01,2022-08-05,875.0,311.8782,304.6066,0.0596,False,48.46,15.54
TSLA,2022,2022-08-01,2022-08-05,880.0,311.8782,304.6066,0.057,False,44.68,14.33
TSLA,2022,2022-08-01,2022-08-05,885.0,311.8782,304.6066,0.0543,False,41.585,13.33
TSLA,2022,2022-08-01,2022-08-05,890.0,311.8782,304.6066,0.0508,False,38.445,12.33
TSLA,2022,2022-08-08,2022-08-12,855.0,305.2,300.16,0.0591,False,46.175,15.13
TSLA,2022,2022-08-08,2022-08-12,860.0,305.2,300.16,0.0561,False,43.805,14.35
TSLA,2022,2022-08-08,2022-08-12,865.0,305.2,300.16,0.0536,False,40.56,13.29
TSLA,2022,2022-08-08,2022-08-12,870.0,305.2,300.16,0.0507,False,37.17,12.18
TSLA,2022,2022-08-22,2022-08-26,850.0,292.4,302.0,0.0582,False,34.3,11.73
TSLA,2022,2022-08-22,2022-08-26,855.0,292.4,302.0,0.0555,False,31.1,10.64
TSLA,2022,2022-08-22,2022-08-26,860.0,292.4,302.0,0.0526,False,28.365,9.7
TSLA,2022,2022-08-29,2022-09-02,310.0,287.74,282.35,0.0584,False,0.72,0.25
TSLA,2022,2022-08-29,2022-09-02,310.83,287.74,282.35,0.0549,False,0.665,0.23
TSLA,2022,2022-08-29,2022-09-02,311.67,287.74,282.35,0.0514,False,0.615,0.21
TSLA,2022,2022-09-19,2022-09-23,335.0,309.84,284.5,0.0592,False,0.47,0.15
